gene,in_screen,non_growing_m63,amino_acid_biosynthesis_eco01230,wider_biosynthesis_set,in_eco01230,in_eco01240,in_eco00230,in_eco00240
ynai,True,False,False,False,False,False,False,False
ynaj,True,False,False,False,False,False,False,False
ynak,True,False,False,False,False,False,False,False
ynba,True,False,False,False,False,False,False,False
ynbb,True,False,False,False,False,False,False,False
ynbc,True,False,False,False,False,False,False,False
ynbd,True,False,False,False,False,False,False,False
ynbe,True,False,False,False,False,False,False,False
ynca,True,False,False,False,False,False,False,False
yncb,True,False,False,False,False,False,False,False
yncc,True,False,False,False,False,False,False,False
yncd,True,False,False,False,False,False,False,False
ynce,True,False,False,False,False,False,False,False
yncg,True,False,False,False,False,False,False,False
ynch,True,False,False,False,False,False,False,False
ynci,True,False,False,False,False,False,False,False
yncj,True,False,False,False,False,False,False,False
ynck,True,False,False,False,False,False,False,False
yncm,True,False,False,False,False,False,False,False
yncn,True,False,False,False,False,False,False,False
ynee,True,False,False,False,False,False,False,False
ynef,True,False,False,False,False,False,False,False
yneg,True,False,False,False,False,False,False,False
yneh,True,False,False,False,False,False,False,False
ynei,True,False,False,False,False,False,False,False
ynej,True,False,False,False,False,False,False,False
ynek,True,False,False,False,False,False,False,False
ynel,True,False,False,False,False,False,False,False
ynfa,True,False,False,False,False,False,False,False
ynfb,True,False,False,False,False,False,False,False
ynfc,True,False,False,False,False,False,False,False
ynfd,True,False,False,False,False,False,False,False
ynfe,True,False,False,False,False,False,False,False
ynff,True,False,False,False,False,False,False,False
ynfg,True,False,False,False,False,False,False,False
ynfh,True,False,False,False,False,False,False,False
ynfk,True,False,False,False,False,False,False,False
ynfl,True,False,False,False,False,False,False,False
ynfm,True,False,False,False,False,False,False,False
ynfn,True,False,False,False,False,False,False,False
ynfo,True,False,False,False,False,False,False,False
ynfp,True,False,False,False,False,False,False,False
ynhg,True,False,False,False,False,False,False,False
ynia,True,False,False,False,False,False,False,False
ynib,True,False,False,False,False,False,False,False
ynic,True,False,False,False,False,False,False,False
ynid,True,False,False,False,False,False,False,False
ynja,True,False,False,False,False,False,False,False
ynjb,True,False,False,False,False,False,False,False
ynjc,True,False,False,False,False,False,False,False
ynjd,True,False,False,False,False,False,False,False
ynje,True,False,False,False,False,False,False,False
ynjf,True,False,False,False,False,False,False,False
ynjh,True,False,False,False,False,False,False,False
ynji,True,False,False,False,False,False,False,False
yoaa,True,False,False,False,False,False,False,False
yoab,True,False,False,False,False,False,False,False
yoac,True,False,False,False,False,False,False,False
yoad,True,False,False,False,False,False,False,False
yoae,True,False,False,False,False,False,False,False
yoaf,True,False,False,False,False,False,False,False
yoag,True,False,False,False,False,False,False,False
yoah,True,False,False,False,False,False,False,False
yoba,True,False,False,False,False,False,False,False
yobb,True,False,False,False,False,False,False,False
yobd,True,False,False,False,False,False,False,False
yobf,True,False,False,False,False,False,False,False
yobg,True,False,False,False,False,False,False,False
yobh,True,False,False,False,False,False,False,False
yoda,True,False,False,False,False,False,False,False
yodb,True,False,False,False,False,False,False,False
yodc,True,False,False,False,False,False,False,False
yodd,True,False,False,False,False,False,False,False
yoea,True,False,False,False,False,False,False,False
yoeb,True,False,False,False,False,False,False,False
yoee,True,False,False,False,False,False,False,False
yoef,True,False,False,False,False,False,False,False
yohc,True,False,False,False,False,False,False,False
yohd,True,False,False,False,False,False,False,False
yohf,True,False,False,False,False,False,False,False
yohg,True,False,False,False,False,False,False,False
yohh,True,False,False,False,False,False,False,False
yohj,True,False,False,False,False,False,False,False
yohk,True,False,False,False,False,False,False,False
yohl,True,False,False,False,False,False,False,False
yohm,True,False,False,False,False,False,False,False
yohn,True,False,False,False,False,False,False,False
yoho,True,False,False,False,False,False,False,False
yoji,True,False,False,False,False,False,False,False
yojl,True,False,False,False,False,False,False,False
ypaa,True,False,False,False,False,False,False,False
ypda,True,False,False,False,False,False,False,False
ypdb,True,False,False,False,False,False,False,False
ypdc,True,False,False,False,False,False,False,False
ypdd,True,False,False,False,False,False,False,False
ypde,True,False,False,False,False,False,False,False
ypdf,True,False,False,False,False,False,False,False
ypdg,True,False,False,False,False,False,False,False
ypdh,True,False,False,False,False,False,False,False
ypdi,True,False,False,False,False,False,False,False
ypdj,True,False,False,False,False,False,False,False
ypea,True,False,False,False,False,False,False,False
ypeb,True,False,False,False,False,False,False,False
ypec,True,False,False,False,False,False,False,False
ypfe,True,False,False,False,False,False,False,False
ypfg,True,False,False,False,False,False,False,False
ypfh,True,False,False,False,False,False,False,False
ypfi,True,False,False,False,False,False,False,False
ypfj,True,False,False,False,False,False,False,False
ypfn,True,True,False,False,False,False,False,False
ypha,True,False,False,False,False,False,False,False
yphb,True,False,False,False,False,False,False,False
yphc,True,False,False,False,False,False,False,False
yphd,True,False,False,False,False,False,False,False
yphe,True,False,False,False,False,False,False,False
yphf,True,False,False,False,False,False,False,False
yphg,True,False,False,False,False,False,False,False
yphh,True,False,False,False,False,False,False,False
ypja,True,False,False,False,False,False,False,False
ypjb,True,False,False,False,False,False,False,False
ypjc,True,False,False,False,False,False,False,False
ypjd,True,False,False,False,False,False,False,False
ypjf,True,False,False,False,False,False,False,False
ypjj,True,False,False,False,False,False,False,False
ypjl,True,False,False,False,False,False,False,False
ypjm,True,False,False,False,False,False,False,False
yqaa,True,False,False,False,False,False,False,False
yqab,True,False,False,False,False,False,False,False
yqac,True,False,False,False,False,False,False,False
yqad,True,False,False,False,False,False,False,False
yqae,True,False,False,False,False,False,False,False
yqca,True,False,False,False,False,False,False,False
yqcb,True,False,False,False,False,False,False,False
yqcc,True,False,False,False,False,False,False,False
yqcd,True,False,False,False,False,False,False,False
yqce,True,False,False,False,False,False,False,False
yqea,True,False,False,True,False,False,True,False
yqeb,True,False,False,False,False,False,False,False
yqec,True,False,False,False,False,False,False,False
yqef,True,False,False,False,False,False,False,False
yqeg,True,False,False,False,False,False,False,False
yqeh,True,False,False,False,False,False,False,False
yqei,True,False,False,False,False,False,False,False
yqej,True,False,False,False,False,False,False,False
yqek,True,False,False,False,False,False,False,False
yqfa,True,False,False,False,False,False,False,False
yqfb,True,False,False,False,False,False,False,False
yqfe,True,False,False,False,False,False,False,False
yqga,True,False,False,False,False,False,False,False
yqgb,True,False,False,False,False,False,False,False
yqgc,True,False,False,False,False,False,False,False
yqge,True,False,False,False,False,False,False,False
yqha,True,False,False,False,False,False,False,False
yqhc,True,False,False,False,False,False,False,False
yqhd,True,False,False,False,False,False,False,False
yqhg,True,False,False,False,False,False,False,False
yqhh,True,False,False,False,False,False,False,False
yqia,True,False,False,False,False,False,False,False
yqib,True,False,False,False,False,False,False,False
yqic,True,False,False,False,False,False,False,False
yqig,True,False,False,False,False,False,False,False
yqih,True,False,False,False,False,False,False,False
yqii,True,False,False,False,False,False,False,False
yqij,True,False,False,False,False,False,False,False
yqik,True,False,False,False,False,False,False,False
yqja,True,False,False,False,False,False,False,False
yqjb,True,False,False,False,False,False,False,False
yqjc,True,False,False,False,False,False,False,False
yqjd,True,False,False,False,False,False,False,False
yqje,True,False,False,False,False,False,False,False
